,time_in,time_out,id,visit_time
0,2019-02-23 15:04:20,2019-02-23 15:06:12,0007AC8CF6,0 days 00:01:52.000000000
0,2019-02-23 15:04:22,2019-02-23 15:07:24,0007B117A4,0 days 00:03:02.000000000
0,2019-02-23 15:05:56,2019-02-23 15:06:17,0007AC9031,0 days 00:00:21.000000000
0,2019-02-23 15:06:01,2019-02-23 15:09:43,0007AC7B4A,0 days 00:03:42.000000000
0,2019-02-23 16:09:49,2019-02-23 16:09:52,0007AC8CF6,0 days 00:00:03.000000000
0,2019-02-23 16:10:54,2019-02-23 16:11:15,0007AC8CF6,0 days 00:00:21.000000000
0,2019-02-23 16:23:45,2019-02-23 16:24:16,0007AC93ED,0 days 00:00:31.000000000
0,2019-02-23 16:24:13,2019-02-23 16:24:21,0007ABA0DB,0 days 00:00:08.000000000
0,2019-02-23 16:25:23,2019-02-23 16:25:32,0007ABA0DB,0 days 00:00:09.000000000
0,2019-02-23 16:27:32,2019-02-23 16:28:10,0007AC9031,0 days 00:00:38.000000000
0,2019-02-23 16:27:39,2019-02-23 16:27:59,0007AC403D,0 days 00:00:20.000000000
0,2019-02-23 16:28:17,2019-02-23 16:28:51,00079D4F7C,0 days 00:00:34.000000000
0,2019-02-23 16:48:41,2019-02-23 16:49:21,0007ABA0DB,0 days 00:00:40.000000000
0,2019-02-23 16:52:42,2019-02-23 16:56:13,0007AC7B4A,0 days 00:03:31.000000000
0,2019-02-23 16:53:01,2019-02-23 16:53:28,0007AC8CF6,0 days 00:00:27.000000000
0,2019-02-23 16:54:55,2019-02-23 16:55:42,0007AC8CF6,0 days 00:00:47.000000000
0,2019-02-23 17:06:46,2019-02-23 17:07:30,00079D4F7C,0 days 00:00:44.000000000
0,2019-02-23 17:20:12,2019-02-23 17:20:18,0007AC93ED,0 days 00:00:06.000000000
0,2019-02-23 17:21:35,2019-02-23 17:21:39,0007AC93ED,0 days 00:00:04.000000000
0,2019-02-23 17:22:28,2019-02-23 17:22:33,0007AC93ED,0 days 00:00:05.000000000
0,2019-02-23 17:25:45,2019-02-23 17:26:23,0007AC8CF6,0 days 00:00:38.000000000
0,2019-02-23 17:25:45,2019-02-23 17:27:03,0007B117A4,0 days 00:01:18.000000000
0,2019-02-23 17:26:09,2019-02-23 17:26:34,0007AC9031,0 days 00:00:25.000000000
0,2019-02-23 17:26:28,2019-02-23 17:27:26,0007AC4333,0 days 00:00:58.000000000
0,2019-02-23 17:27:14,2019-02-23 17:30:30,0007AC7B4A,0 days 00:03:16.000000000
0,2019-02-23 17:27:23,2019-02-23 17:27:39,0007AC403D,0 days 00:00:16.000000000
0,2019-02-23 17:28:26,2019-02-23 17:28:40,0007AC93ED,0 days 00:00:14.000000000
0,2019-02-23 17:44:36,2019-02-23 17:45:10,0007AC9031,0 days 00:00:34.000000000
